@relation type1metaphor

@attribute sentence string
@attribute classNoun1 {concrete,abstract}
@attribute classNoun2 {concrete,abstract}
@attribute classOverlap {false,true}
@attribute overlap {false,true}
@attribute conceptOverlap {false,true}
@attribute similarity REAL
@attribute metaphor {y,n}

@data
'son-of-a-bitch is christ',?,?,true,false,false,?,y
'community is lies',abstract,abstract,true,false,true,0.0412477362998,y
'nose was wick',concrete,concrete,true,false,false,0.361483447121,y
'life was string',abstract,concrete,false,false,false,-0.0277746987668,y
'today is monday',abstract,abstract,true,false,true,0.349324561507,n
'relationship is wealth',abstract,abstract,true,false,false,0.189081003193,y
'river is variety',concrete,abstract,false,false,false,-0.0204643204268,y
'down is bay',concrete,concrete,true,false,false,?,n
'look were birds',abstract,concrete,false,false,false,0.102399867814,y
'love is fix',abstract,abstract,true,true,false,0.00510118748911,y
'efflux is happiness',concrete,abstract,false,false,false,0.140525801717,y
'fluid is freshness',concrete,abstract,false,false,false,0.244073933013,y
'call is call',concrete,concrete,true,true,true,1.0,n
'beds were aglow',concrete,?,false,false,false,0.264002128287,y
'child is is',concrete,?,false,false,false,?,y
'songs were riddles',abstract,abstract,true,true,false,0.317633047954,y
'terms are are',abstract,abstract,true,false,false,?,n
'bin was light',concrete,concrete,true,false,false,-0.0485745838203,y
'body is pebble',concrete,concrete,true,true,false,-0.044982737522,y
'thing is illusion',abstract,abstract,true,false,false,?,y
'work is something',abstract,concrete,false,false,false,?,n
'woods are mangle',abstract,concrete,false,false,false,-0.0450714625256,y
'hour is hour',abstract,abstract,true,true,true,1.0,y
'name is saul',abstract,concrete,false,false,false,0.219495467101,n
'angels are women',abstract,concrete,false,false,false,0.166171376894,y
'silence is noise',abstract,abstract,true,false,true,0.387188965954,y
'silence is noise',abstract,abstract,true,false,true,0.387188965954,y
'stranglehold is is',abstract,?,false,false,false,?,y
'definition is circle',abstract,abstract,true,false,false,0.149480101979,y
'hardware was dust',concrete,concrete,true,false,false,0.0792165314112,y
'pain is gateway',abstract,concrete,false,false,false,-0.0522625017001,y
'stanzas were were',abstract,?,false,false,false,?,n
'buildings are judgment',concrete,abstract,false,false,false,-0.0882846258667,y
'ear is tomb',concrete,concrete,true,false,false,0.0346545959627,y
'soul is electricity',concrete,concrete,true,false,true,-0.0147729514918,y
'poverty is specter',abstract,abstract,true,false,false,0.0569729012224,y
'fate is cloud',abstract,concrete,false,false,false,0.13906599776,y
'name is mind',abstract,abstract,true,false,false,0.16929963563,y
'matter is water',concrete,concrete,true,false,false,0.0931997885331,n
'song is joy',abstract,abstract,true,false,true,0.234930126184,y
'the is windows',?,?,true,false,false,?,n
'song is mountain',abstract,concrete,false,false,false,0.163164447484,y
'words is feeling',abstract,abstract,true,false,false,0.283770237481,n
'life is experience',abstract,abstract,true,false,true,0.432302245668,y
'ideas were governments',abstract,abstract,true,false,true,0.172271877989,y
'janos was friend',?,?,true,false,false,0.0826005826545,n
'glades are dusk',concrete,abstract,false,false,false,0.520497356996,n
'fences are horses',concrete,concrete,true,false,true,0.552879155985,y
'couch be place',concrete,concrete,true,false,true,0.0280434824113,n
'table be place',abstract,concrete,false,false,false,0.166963783143,n
'hondurans were masters',concrete,concrete,true,true,false,?,n
'gongressman was chipper',?,?,true,false,false,?,y
'sleep is drug',abstract,concrete,false,false,false,0.0790118591771,y
'dust is art',concrete,concrete,true,false,false,0.129812960431,y
'love is means',abstract,abstract,true,false,false,0.0569590903113,y
'march is shambles',abstract,abstract,true,false,false,0.102105119154,y
'granite are colours',concrete,concrete,true,false,false,0.166480654377,y
'view is mountain',abstract,concrete,false,false,false,0.262286697822,y
'door is panic',concrete,abstract,false,false,false,0.138654537577,y
'man is king',concrete,concrete,true,true,true,0.173655780125,y
'everyone is friend',?,?,true,false,false,?,y
'children are distances',concrete,abstract,false,false,false,0.0782063561466,y
'saulis are borrowit',?,?,true,false,false,?,y
'name is clout',abstract,abstract,true,false,false,0.149537130574,n
'purpose is ambition',abstract,abstract,true,false,false,0.254938427013,n
'provo is place',concrete,concrete,true,true,false,-0.0596446468171,n
'scrolls are write',abstract,?,false,false,false,0.0268419936964,y
'victor is one',concrete,abstract,false,false,false,?,n
'gist was boredom',abstract,abstract,true,false,false,0.170250971798,y
'night is clock',abstract,concrete,false,false,true,0.438079593527,y
'night is clock',abstract,concrete,false,false,true,0.438079593527,y
'night is clock',abstract,concrete,false,false,true,0.438079593527,y
'night is clock',abstract,concrete,false,false,true,0.438079593527,y
'dark is world',abstract,concrete,false,false,false,0.0512892054357,y
'rubies be sound',concrete,abstract,false,false,false,0.0364463203047,y
'pearles be pearles',?,?,true,false,true,?,y
'rest be works',abstract,concrete,false,false,false,0.0290039493644,n
'love is sin',abstract,abstract,true,true,false,0.404062147559,y
'love is chasteness',abstract,abstract,true,true,false,?,y
'eyes be hell-driv',abstract,?,false,false,false,?,n
'debasement is password',abstract,abstract,true,false,false,0.0321998740414,y
'scarf was mirror',concrete,concrete,true,true,false,0.240577875581,n
'scarf is mirror',concrete,concrete,true,true,false,0.240577875581,y
'thunder was someone',abstract,concrete,false,false,false,?,y
'ones were wolves',abstract,concrete,false,false,false,-0.0392453513984,y
'buildings were mountains',concrete,concrete,true,false,true,0.202333002629,y
'infant is eye',concrete,concrete,true,false,false,0.00733864081767,y
'christ is is',abstract,?,false,false,false,?,n
'superstitions are proof',abstract,abstract,true,true,false,0.0981812194848,n
'nour is apple',?,?,true,false,false,0.179279660204,n
'death is prerequisite',abstract,abstract,true,true,false,0.0268364598868,y
'sustenance is laugh',concrete,abstract,false,false,false,0.0742633443966,y
'one is poppy',abstract,concrete,false,false,false,?,y
'words are spears',abstract,concrete,false,false,false,-0.00327470313402,y
'love be love',abstract,abstract,true,true,true,1.0,n
'unfaith is want',?,?,true,false,false,?,n
'things were nothing',abstract,abstract,true,false,false,?,y
'mine is heart',concrete,abstract,false,false,false,?,y
'body are mine',concrete,concrete,true,false,false,?,n
'death were divorce',abstract,abstract,true,true,true,0.478038578123,y
'fear is snare',abstract,abstract,true,false,false,0.127521425272,y
'calm is sea',abstract,concrete,false,false,false,0.273285150382,n
'dead is whence',abstract,?,false,false,false,?,y
'fool is love',concrete,abstract,false,false,false,0.280612208784,y
'fadere is king',?,?,true,false,false,?,y
'train is coming',concrete,abstract,false,false,true,0.174988580674,n
'clothes were form',concrete,abstract,false,false,false,0.0280559624875,y
'yonder is moon',?,?,true,false,false,0.28509653849,n
'thou be prey',abstract,concrete,false,false,false,?,n
'face was honey',concrete,concrete,true,false,false,0.0801680302368,y
'gold was word',abstract,abstract,true,true,false,-0.0882597235364,n
'love be trust',abstract,abstract,true,false,true,0.194105421118,y
'distance is severance',abstract,abstract,true,false,false,-0.019766088849,y
'minute is year',abstract,abstract,true,true,true,?,y
'strephon was void',?,?,true,false,false,0.0510347077981,n
'age is naught',abstract,abstract,true,false,false,0.0646077133208,y
'temple is space',concrete,abstract,false,false,false,-0.00192131910909,y
'heart be love',abstract,abstract,true,false,true,0.233757370939,y
'levity is patience',abstract,abstract,true,true,false,0.309506521269,y
'men were deceivers',abstract,concrete,false,false,false,0.110414521851,y
'fond are joys',?,?,true,false,false,0.384375859734,n
'beauty be mark',abstract,abstract,true,false,false,-0.048890638449,y
'brilliance is carcass',abstract,concrete,false,false,false,0.0957339654712,y
'life is cry',abstract,abstract,true,false,false,0.168316093993,y
'walls be floors',concrete,concrete,true,true,true,0.720804744943,n
'body are key',concrete,concrete,true,false,false,0.074799921462,y
'interviewer was poet',concrete,concrete,true,true,false,0.151669794882,n
'wind is friend',concrete,concrete,true,false,true,-0.00803582902904,y
'tribe is mine',abstract,concrete,false,false,false,?,n
'love is distraction',abstract,abstract,true,true,false,0.292840359227,n
'hungry is word',?,?,true,false,false,0.0933127302785,n
'cities are places',concrete,concrete,true,true,false,0.465576631818,n
'cities are places',concrete,concrete,true,true,false,0.465576631818,y
'petunias are apology',concrete,abstract,false,false,false,0.0363283021603,y
'desert was sea',concrete,concrete,true,false,true,0.405830925865,n
'tilt-a-whirl is angle',?,?,true,false,false,?,y
'name is word',abstract,abstract,true,true,true,0.327195697254,y
'horse was midnight',concrete,abstract,false,false,false,0.0169505242899,y
'dey were known',?,?,true,false,false,-0.0776830723081,n
'girl is sells',concrete,abstract,false,false,false,-0.00906449805192,n
'law was move',abstract,abstract,true,false,false,0.0163854568686,y
'day is is',abstract,?,false,false,false,?,y
'sun is enemy',concrete,abstract,false,false,false,0.163589241146,y
'artistry is flesh',abstract,concrete,false,false,false,0.327665476863,y
'odors are mixture',abstract,concrete,false,false,false,?,n
'elegies were medicine',abstract,abstract,true,false,false,0.0963294159317,y
'past is ghoul',abstract,concrete,false,false,false,?,y
'back is saddle',concrete,concrete,true,false,true,0.280582090483,y
'h is point',concrete,abstract,false,false,false,?,n
'people were days',abstract,abstract,true,false,false,0.197825174901,y
'wind is hurricane',concrete,concrete,true,true,false,0.447153292796,y
'word is mindful',abstract,?,false,false,false,0.0473773748095,n
'ghost is ghost',abstract,abstract,true,true,true,1.0,n
'talk is naming',abstract,abstract,true,false,false,0.131383857835,y
'talk is naming',abstract,abstract,true,false,false,0.131383857835,y
'talk is naming',abstract,abstract,true,false,false,0.131383857835,y
'doldrums are meadows',abstract,concrete,false,false,false,0.162542023364,y
'name was sara',abstract,?,false,false,false,0.119282901572,n
'soul is forgiveness',concrete,abstract,false,false,false,0.48916750632,y
'god was momentum',abstract,abstract,true,false,false,0.0319203853154,y
'tank is nothing',concrete,abstract,false,false,false,?,n
'word is wilderness',abstract,abstract,true,false,false,0.0602677386907,y
'answer is what',abstract,?,false,false,false,?,n
'beginning is what',abstract,?,false,false,false,?,y
'paul was sort',concrete,abstract,false,false,false,-0.00844848685247,n
'players are players',concrete,concrete,true,true,true,1.0,n
'players are players',concrete,concrete,true,true,true,1.0,n
'thing is amount',abstract,abstract,true,true,false,?,n
'people were kind',abstract,abstract,true,false,true,?,y
'it is star',abstract,concrete,false,false,false,?,n
'farm is blossomer',concrete,?,false,false,false,?,y
