@relation finalpoemsglove

@attribute sentence string
@attribute conceptOverlap {false,true}
@attribute similarity REAL
@attribute pmi REAL
@attribute dim1 REAL
@attribute dim2 REAL
@attribute dim3 REAL
@attribute dim4 REAL
@attribute dim5 REAL
@attribute dim6 REAL
@attribute dim7 REAL
@attribute dim8 REAL
@attribute dim9 REAL
@attribute dim10 REAL
@attribute dim11 REAL
@attribute dim12 REAL
@attribute dim13 REAL
@attribute dim14 REAL
@attribute dim15 REAL
@attribute dim16 REAL
@attribute dim17 REAL
@attribute dim18 REAL
@attribute dim19 REAL
@attribute dim20 REAL
@attribute dim21 REAL
@attribute dim22 REAL
@attribute dim23 REAL
@attribute dim24 REAL
@attribute dim25 REAL
@attribute dim26 REAL
@attribute dim27 REAL
@attribute dim28 REAL
@attribute dim29 REAL
@attribute dim30 REAL
@attribute dim31 REAL
@attribute dim32 REAL
@attribute dim33 REAL
@attribute dim34 REAL
@attribute dim35 REAL
@attribute dim36 REAL
@attribute dim37 REAL
@attribute dim38 REAL
@attribute dim39 REAL
@attribute dim40 REAL
@attribute dim41 REAL
@attribute dim42 REAL
@attribute dim43 REAL
@attribute dim44 REAL
@attribute dim45 REAL
@attribute dim46 REAL
@attribute dim47 REAL
@attribute dim48 REAL
@attribute dim49 REAL
@attribute dim50 REAL
@attribute dim51 REAL
@attribute dim52 REAL
@attribute dim53 REAL
@attribute dim54 REAL
@attribute dim55 REAL
@attribute dim56 REAL
@attribute dim57 REAL
@attribute dim58 REAL
@attribute dim59 REAL
@attribute dim60 REAL
@attribute dim61 REAL
@attribute dim62 REAL
@attribute dim63 REAL
@attribute dim64 REAL
@attribute dim65 REAL
@attribute dim66 REAL
@attribute dim67 REAL
@attribute dim68 REAL
@attribute dim69 REAL
@attribute dim70 REAL
@attribute dim71 REAL
@attribute dim72 REAL
@attribute dim73 REAL
@attribute dim74 REAL
@attribute dim75 REAL
@attribute dim76 REAL
@attribute dim77 REAL
@attribute dim78 REAL
@attribute dim79 REAL
@attribute dim80 REAL
@attribute dim81 REAL
@attribute dim82 REAL
@attribute dim83 REAL
@attribute dim84 REAL
@attribute dim85 REAL
@attribute dim86 REAL
@attribute dim87 REAL
@attribute dim88 REAL
@attribute dim89 REAL
@attribute dim90 REAL
@attribute dim91 REAL
@attribute dim92 REAL
@attribute dim93 REAL
@attribute dim94 REAL
@attribute dim95 REAL
@attribute dim96 REAL
@attribute dim97 REAL
@attribute dim98 REAL
@attribute dim99 REAL
@attribute dim100 REAL
@attribute metaphor {0,1}

@data
'vanquish foe',true,0.24977100788967893,?,-0.4093383,-0.340009,-1.000109,0.04758999999999999,-0.43749000000000005,0.33351800000000004,-0.6128,0.42891999999999997,0.030370000000000008,0.44717999999999997,0.99873,0.596445,-0.50887,-0.46991,-0.180107,-0.75274,0.10833000000000001,1.03338,0.48024,0.7502800000000001,0.343679,-1.36794,-0.21763,0.18085000000000007,-0.47238,-0.48567000000000005,-0.023419999999999996,-0.071484,-0.47037000000000007,-0.09348000000000001,-0.8325060000000001,-0.009060000000000012,-0.8644700000000001,0.148447,-0.293396,0.31793,0.40629,-0.1510100000000001,0.08181999999999995,0.111216,-0.11212999999999998,0.197554,-1.20132,0.67428,-0.32515099999999997,0.71534,0.21278999999999998,-0.363558,0.28064,-0.5965370000000001,-0.8154,-0.224049,-0.9109,-0.56008,-0.0806,1.13724,0.0620843,0.46631999999999996,-0.47047999999999995,-0.541563,0.45633999999999997,0.703361,-0.618344,0.247069,-0.453867,0.44591000000000003,-0.057784999999999996,-0.532424,-0.020550000000000013,-0.380528,0.15338200000000002,0.53083,0.004179999999999989,-0.352325,0.264907,0.34236999999999995,-0.243874,-0.08449999999999999,-0.372931,0.2579,-1.33594,-0.058776999999999996,-0.301856,0.68113,0.67805,0.011780000000000013,0.3328,-0.48807999999999996,-0.259639,0.9371401,-0.5211600000000001,-0.41454,-0.06850999999999999,-0.772062,0.5296460000000001,-0.5795,0.12354300000000001,0.027380000000000015,-0.5678099999999999,-0.25101,0
'flowers flames',false,0.2375930441731402,?,-0.55444,1.46425,-1.41668,0.16686,0.694441,-0.64754,-0.57118,0.11718999999999999,-0.54416,-0.8054264,-0.89289,0.37261,0.65071,1.7239,0.6365040000000001,0.778828,1.2921,-0.045640000000000014,0.67542,0.49410000000000004,-0.91225,-0.82307,0.184348,0.38814000000000004,-0.09715000000000007,0.795246,0.320338,-0.44211,0.5092,-0.45696000000000003,0.17347,0.05097999999999997,1.7425899999999999,-1.55134,0.874476,1.60259,0.5600999999999999,0.007550000000000001,-0.95719,-0.696979,0.850664,-0.4674,0.8366859999999999,0.24276000000000003,-0.63269,-1.0823,-0.33721999999999996,0.41357000000000005,-0.66318,0.43978000000000006,0.920402,-1.48751,1.6371000000000002,-0.6839000000000001,-0.80572,0.6271700000000001,-0.6935990000000001,-0.07473000000000002,0.03422000000000003,-0.566162,0.149086,0.724,0.28786,-0.438044,-0.12929000000000002,-0.8791899999999999,0.29381999999999997,0.07408999999999999,0.67469,-0.9092399999999999,-0.28831,0.866961,-0.9983,-0.857097,0.10067000000000004,1.228971,-0.41286,0.07643999999999998,0.62443,0.14320999999999995,0.618262,-0.29925999999999997,-0.16623,-0.186918,-1.1714,0.24716000000000005,0.85324,-0.42124,0.8339099999999999,-0.3248400000000001,-0.82938,-0.058250000000000024,1.29754,-0.78876,0.2382000000000002,0.516735,-1.0722299999999998,-0.752372,0.32496,1.0970900000000001,1
'hosts disturbance',false,0.0805373984961346,?,-0.03854999999999997,1.0117,-0.04513,-0.69259,0.61316,-0.17086,-0.999588,0.95411,-0.30516999999999994,-0.09231,0.47241,-1.2153370000000001,0.390486,0.66901,-1.45085,-0.15283,0.112453,-0.13044,-0.456108,0.6860299999999999,0.03903000000000004,-0.11606999999999998,0.08654,0.430878,0.579779,-1.03791,0.45036,0.40991,0.01608000000000001,-1.02664,-0.9941899999999999,0.55551,-0.041870000000000004,0.43216999999999994,1.09803,0.81496,-1.06057,0.818084,-1.80385,-0.13946999999999998,1.1029900000000001,-0.09010999999999997,0.22982999999999998,0.59343,-0.12447000000000008,-0.39215,-0.666115,-0.0430941,-0.28545000000000004,0.2856941,-0.5492900000000001,-0.159059,-0.60821,-0.07436999999999999,-1.04889,-1.66876,-1.0310700000000002,-0.08185000000000003,-0.79271,-0.48646,0.15343,-0.84629,0.69233,-0.08881,0.28215,0.03259999999999999,-0.23138799999999998,1.8970500000000001,-1.23714,0.23514100000000002,-0.158777,1.1073819999999999,0.06198999999999999,0.25002,-0.46485200000000004,0.07541,-0.588599,-0.47889000000000004,-0.79914,-0.06425999999999998,0.44560299999999997,0.087333,0.07271000000000005,-0.38181,-0.51007,-0.45816,-1.03617,1.13668,-0.05330999999999997,-0.147105,-0.272575,0.49886,1.4988299999999999,-0.14028,-1.55373,-0.78676,-0.5543,0.7591,0.4275500000000001,0.42224,1
'heart stone',false,0.370931512731993,?,0.474163,-0.6036699999999999,1.1447699999999998,0.291699,0.15176699999999999,0.707207,0.47758,0.120555,-0.093122,0.27044500000000005,-0.76041,0.57863,-0.10692999999999997,0.08715000000000006,-0.08671,0.117628,-1.12335,0.33008,0.8600450000000001,-0.012080000000000007,-0.60501,-0.15248000000000003,-0.32753000000000004,0.070094,-1.211593,1.2033245000000001,-0.063221,-0.888888,1.42432,-0.068957,-0.07355999999999996,0.59582,0.07283000000000006,0.29945,-0.6219399999999999,0.11626,0.18943,1.07125,-0.744839,0.31113,0.67723,0.31351,-0.05781899999999998,-1.1929599999999998,-0.09306999999999999,0.29966800000000005,0.96599,0.011381000000000002,-0.47984000000000004,-0.42244699999999996,0.07050000000000001,0.849093,0.22003,-0.62583,0.555018,0.013100000000000112,0.40763,0.20354,0.53412,0.018840000000000023,0.71044,0.36014999999999997,0.173212,-0.8999900000000001,-1.03425,1.2250899999999998,-0.8634,-0.63222,0.375274,0.23399999999999999,-0.021902000000000005,-0.9282500000000001,-0.150283,0.34865,0.03341000000000005,0.16139000000000003,0.08196999999999999,-0.44587999999999994,-0.79174,-0.53816,-0.042789999999999995,0.22702,-0.26001,0.855632,-2.2082800000000002,-0.041131,0.020839999999999997,0.962543,-0.9325600000000001,-0.13066,0.1540026,0.85473,0.205033,0.59803,-0.47680999999999996,1.32503,1.13188,-0.36439,-0.14758999999999994,-0.5215380000000001,1
'sugar love',false,0.2567746994695708,-0.8741368964047617,-0.76077,-0.08139999999999997,-0.8108000000000001,0.31176,-0.6081300000000001,-1.4860799999999998,0.62004,0.74088,-0.16997099999999998,-0.013830000000000009,-0.005750000000000005,-1.19093,-0.533056,-0.09750999999999999,-0.43212000000000006,0.019970000000000016,-0.25416000000000005,-0.73049,0.90733,-1.58914,-0.651937,0.403215,0.81236,0.1443195,-1.00714,0.21660000000000013,-0.19855499999999998,-0.42154,-1.23325,0.85459,0.7754399999999999,-0.38953000000000004,-0.39208,-0.31093,-0.680193,-0.027040000000000036,0.25751999999999997,0.61025,-0.5282945,-0.14854999999999996,-0.326383,-1.7895839999999998,-0.3756277,-0.67995,0.94834,0.169246,-0.011889999999999956,0.160958,-0.67944,-0.05713999999999997,-0.7438400000000001,-0.34881,-0.44358,0.18459000000000003,-0.4198,1.99648,-1.8661500000000002,-0.459402,0.44967999999999997,-0.60663,-0.06831999999999999,-1.25058,0.30362000000000006,-0.07905000000000006,0.15831,-1.1386,-0.6626699999999999,-0.11061800000000001,0.5770930000000001,-0.58137,-0.217352,-0.07848000000000002,0.19613,1.064743,0.75745,-0.74289,-0.154844,-0.36456999999999995,0.35701,1.2816800000000002,0.59866,-0.92057,-1.11465,0.46912000000000004,0.7178,-0.07321999999999998,0.9271,0.22824,0.680824,0.5162,0.14299,0.071137,-1.7041870000000001,-0.61459,-0.9106099999999999,-0.87316,1.01636,0.48726,0.626292,-0.9349,1
'sugar love',false,0.2567746994695708,-0.8741368964047617,-0.76077,-0.08139999999999997,-0.8108000000000001,0.31176,-0.6081300000000001,-1.4860799999999998,0.62004,0.74088,-0.16997099999999998,-0.013830000000000009,-0.005750000000000005,-1.19093,-0.533056,-0.09750999999999999,-0.43212000000000006,0.019970000000000016,-0.25416000000000005,-0.73049,0.90733,-1.58914,-0.651937,0.403215,0.81236,0.1443195,-1.00714,0.21660000000000013,-0.19855499999999998,-0.42154,-1.23325,0.85459,0.7754399999999999,-0.38953000000000004,-0.39208,-0.31093,-0.680193,-0.027040000000000036,0.25751999999999997,0.61025,-0.5282945,-0.14854999999999996,-0.326383,-1.7895839999999998,-0.3756277,-0.67995,0.94834,0.169246,-0.011889999999999956,0.160958,-0.67944,-0.05713999999999997,-0.7438400000000001,-0.34881,-0.44358,0.18459000000000003,-0.4198,1.99648,-1.8661500000000002,-0.459402,0.44967999999999997,-0.60663,-0.06831999999999999,-1.25058,0.30362000000000006,-0.07905000000000006,0.15831,-1.1386,-0.6626699999999999,-0.11061800000000001,0.5770930000000001,-0.58137,-0.217352,-0.07848000000000002,0.19613,1.064743,0.75745,-0.74289,-0.154844,-0.36456999999999995,0.35701,1.2816800000000002,0.59866,-0.92057,-1.11465,0.46912000000000004,0.7178,-0.07321999999999998,0.9271,0.22824,0.680824,0.5162,0.14299,0.071137,-1.7041870000000001,-0.61459,-0.9106099999999999,-0.87316,1.01636,0.48726,0.626292,-0.9349,1
'sugar love',false,0.2567746994695708,-0.8741368964047617,-0.76077,-0.08139999999999997,-0.8108000000000001,0.31176,-0.6081300000000001,-1.4860799999999998,0.62004,0.74088,-0.16997099999999998,-0.013830000000000009,-0.005750000000000005,-1.19093,-0.533056,-0.09750999999999999,-0.43212000000000006,0.019970000000000016,-0.25416000000000005,-0.73049,0.90733,-1.58914,-0.651937,0.403215,0.81236,0.1443195,-1.00714,0.21660000000000013,-0.19855499999999998,-0.42154,-1.23325,0.85459,0.7754399999999999,-0.38953000000000004,-0.39208,-0.31093,-0.680193,-0.027040000000000036,0.25751999999999997,0.61025,-0.5282945,-0.14854999999999996,-0.326383,-1.7895839999999998,-0.3756277,-0.67995,0.94834,0.169246,-0.011889999999999956,0.160958,-0.67944,-0.05713999999999997,-0.7438400000000001,-0.34881,-0.44358,0.18459000000000003,-0.4198,1.99648,-1.8661500000000002,-0.459402,0.44967999999999997,-0.60663,-0.06831999999999999,-1.25058,0.30362000000000006,-0.07905000000000006,0.15831,-1.1386,-0.6626699999999999,-0.11061800000000001,0.5770930000000001,-0.58137,-0.217352,-0.07848000000000002,0.19613,1.064743,0.75745,-0.74289,-0.154844,-0.36456999999999995,0.35701,1.2816800000000002,0.59866,-0.92057,-1.11465,0.46912000000000004,0.7178,-0.07321999999999998,0.9271,0.22824,0.680824,0.5162,0.14299,0.071137,-1.7041870000000001,-0.61459,-0.9106099999999999,-0.87316,1.01636,0.48726,0.626292,-0.9349,1
'educators mental-dictators',?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
'room death',true,0.3631278976371185,?,-0.492633,0.70854,0.44134,0.16980099999999998,-0.58944,0.07160000000000011,0.225843,1.24128,0.22471280000000002,-0.16696,0.95096,-1.161346,-0.293519,0.11033000000000004,-0.4579599999999999,0.097344,-0.6121,1.02586,0.47922000000000003,-1.35718,-1.0523799999999999,1.093425,-0.90828,-1.7358700000000002,-0.16503999999999996,-1.35088,-0.04468,0.08053000000000005,-1.10147,-0.42519,-0.58074,-0.08143099999999999,0.120893,0.28131999999999996,1.250972,1.20436,-0.314511,0.54946,0.74526,-0.4994700000000001,0.86076,-1.50871,-0.5443199999999999,0.6122099999999999,-0.024670000000000025,0.218721,-1.25897,0.99307,0.8340160000000001,0.05965000000000009,-0.316526,-0.005920000000000036,-0.3332,-0.48909999999999987,0.271964,-0.9403999999999999,-0.04423000000000002,-0.13661,0.30881000000000014,-0.19496000000000002,-0.41092599999999996,-0.18159999999999987,-0.06336,0.83345,-1.00703,0.057867999999999996,1.3224172,-0.163786,0.07699,-0.13727899999999998,0.34175,0.11895,0.30429,-0.61926,-0.388031,0.56109,-0.3539,0.36624,0.852363,0.34667,-1.056234,-0.386963,-0.21038300000000004,0.08792799999999999,0.13780000000000014,0.27907000000000004,0.575156,0.7457500000000001,0.11441999999999997,0.12749,0.07094999999999996,0.13762000000000002,0.44197999999999993,-1.0295043,0.16688000000000003,0.174263,0.01312000000000002,0.30657,0.801246,1.3421720000000001,1
'wave taxonomy',false,0.017530098032353638,?,-0.215935,-0.30957,-1.28094,0.84944,-0.006189999999999973,0.409735,-0.7664500000000001,0.15364000000000005,-0.36154,0.11075000000000002,0.11292000000000002,0.11780600000000001,-1.4078416,0.29762,0.769253,0.276728,-1.97201,0.017380000000000007,0.18662000000000006,-0.6541710000000001,1.7567599999999999,1.12453,-0.558187,-0.96472,0.47453,0.66121,0.151277,-0.06607999999999997,0.542793,-1.12555,1.28113,0.26695,-0.144327,1.076805,0.037610000000000005,-2.1368099999999997,0.318426,-0.29557,1.10679,-0.15383999999999998,-0.6555000000000001,-0.17824,-0.22981000000000001,-0.064466,1.17991,-0.743642,0.7385590000000001,-0.15345999999999999,1.00463,0.16685,-1.54727,0.830789,0.6726,0.57696,1.17503,-2.3304400000000003,-0.657422,1.12161,1.8178699999999999,0.04991000000000001,0.016499999999999987,0.7983399999999999,-0.43619399999999997,-0.41601,-0.86051,0.55228,0.74574,-0.10613000000000006,-0.06699000000000005,-0.28656,0.890228,-1.18065,-0.43265000000000003,0.658855,0.220338,0.11884700000000001,1.0747499999999999,0.71612,0.33321999999999996,-0.208833,2.17789,-1.0633,0.7965200000000001,0.207034,-1.32268,-1.12067,0.456757,0.92219,0.831292,-1.14553,0.058137,0.66266,-0.15020999999999995,0.243533,-0.91811,-0.15319,0.81772,0.463581,0.08947,-0.48977600000000004,0
'trees guitars',true,0.24638526975178648,?,-0.74234,0.34186000000000005,-0.12138700000000001,1.02091,-0.034379999999999966,-0.38619,-0.5497679999999999,0.05634,0.87497,-0.58009,0.11092999999999997,1.3228,1.11494,-1.200122,0.12391000000000002,0.26464499999999996,0.85809,-0.08382,-0.93041,0.05704999999999999,-1.08704,0.8354,0.5106399999999999,0.13549,0.5648699999999999,0.47659,0.50256,-0.9136299999999999,-0.8607199999999999,-0.93753,0.2424014,-0.1207236,1.51025,-0.6585500000000001,0.31105,0.28534,-0.85191,-0.358596,0.13863000000000003,1.04112,-1.12494,-0.631155,-0.05948999999999999,-0.11263000000000001,1.6844000000000001,0.54379,0.254113,1.14212,-0.81156,0.67776,0.50988,-1.4341599999999999,0.29286999999999996,1.41864,0.07328000000000001,0.2816700000000001,0.05284,0.28203,1.92773,-0.327651,-0.54948,1.49672,-0.11553000000000002,-0.30467,0.7387900000000001,0.38247,0.026489999999999986,-0.593722,1.09098,-0.74034,-0.33514,-0.13339,-0.050980000000000025,-0.6905000000000001,-0.04242000000000001,0.20998399999999998,0.29725,0.02071999999999996,-0.571076,1.2510299999999999,0.1903100000000001,0.71923,-1.5335500000000002,-0.3379315,0.3799,-0.685392,0.26471999999999996,0.5664899999999999,0.8944300000000001,0.957973,0.52214,-1.02374,0.18261,0.366151,-1.87527,-0.582685,1.3405699999999998,-0.20396999999999998,-0.1726000000000001,-0.31755,1
'home fire',true,0.5286520885574494,-2.91596532761983,0.17572200000000002,0.31839,0.97289,-0.343728,0.32171800000000006,0.24534999999999996,-0.687321,-0.17708,-0.60903,-0.16812,-0.17881000000000002,-0.33329999999999993,-0.46606000000000003,-0.20228999999999997,0.007709999999999995,0.284163,0.4369499,0.202665,0.6039300000000001,0.7403,-0.38625,1.2304599999999999,0.64675,0.93579,-0.156345,-0.53515,0.5317800000000001,-0.86656,-0.03758,0.14571499999999998,0.132631,0.326473,0.61409,0.33177,0.4999,1.3580999999999999,-0.33372999999999997,1.17486,-1.04875,-0.72354,0.7037,-0.588782,-0.02568999999999999,-0.37572,-0.72179,-0.01852999999999999,0.88414,-0.22488399999999997,0.814025,0.47664,-0.59475,-0.62197,0.42509,-0.6358900000000001,-0.387621,-0.37559999999999993,-0.86002,-0.278408,0.027100000000000124,-0.08074000000000003,-0.5422899999999999,-0.26160000000000005,0.25509,-0.76434,-0.27392000000000005,0.12087999999999999,0.09833999999999998,0.12385399999999999,-0.07941700000000002,0.060892,-0.13836,0.685352,-0.74594,-0.7125499999999999,-0.10214999999999999,0.700604,-0.74853,-0.321297,0.48580999999999996,0.17294000000000004,-0.5208900000000001,0.8558699999999999,0.09816000000000003,0.158252,-0.72528,-0.3712,-0.086484,-0.248768,-0.63603,-0.5560499999999999,-0.5318,0.36245,1.41123,-0.886019,-0.63076,-0.66751,0.60526,0.08028999999999997,0.21584000000000003,-0.26083100000000004,1
'effect none',false,0.4248000542051482,?,-0.087504,-1.0493299999999999,-0.6217733000000001,0.92302,-0.01729,-0.377724,-0.55358,0.21262999999999999,-0.115255,-0.6625030000000001,-1.4367800000000002,-0.76164,-0.6897,-0.291875,0.75488,0.7081999999999999,0.3406600000000001,0.02847999999999995,1.08406,-0.802404,-0.05598000000000003,-0.51903,0.173034,0.88759,0.21550000000000002,0.7765500000000001,0.009696999999999999,0.22497,-0.533003,-0.11562,0.0027800000000000047,0.11493999999999999,0.04872000000000001,-0.38427,-1.55465,-0.84534,0.368074,0.34612,-0.02070000000000005,-1.08155,-0.47845,-0.406489,-0.45215099999999997,0.37006,0.11423599999999999,0.27347,-0.23462000000000005,-0.009309999999999985,-0.14684999999999998,-0.35508000000000006,-0.019809999999999994,0.07531700000000001,0.049608,0.32511,-0.347001,-0.857,0.21461,-0.28371,0.81631,-0.5523,0.49735,-0.09780999999999995,-0.10148000000000001,0.06899,0.29002000000000006,0.19473000000000001,-0.5178119999999999,-0.50403,0.274655,-0.6233259999999999,0.6127,-0.7455899,0.345345,0.0018699999999999828,-0.46763000000000005,-1.19136,0.511768,-0.20197999999999994,0.4692,0.174181,0.08085999999999999,-0.79508,-0.27280000000000004,0.03634999999999999,0.4012,0.274714,0.502344,-0.230412,-0.22928,-1.14086,-0.468987,0.400357,-0.17032999999999998,0.35612,0.7011350000000001,0.16840000000000005,0.897965,-0.46623099999999995,0.37723000000000007,-0.24355899999999997,0
'fear hell',false,0.4794968858550129,?,-0.04232999999999999,0.13101000000000002,-0.38164999999999993,0.35631999999999997,-0.404987,0.19635999999999998,-1.19785,-1.08488,0.6628959999999999,0.051549999999999985,-1.16798,0.27425999999999995,0.334981,-1.07527,0.045743,0.075206,0.021680000000000033,-0.04226000000000002,0.35875,-0.11977000000000002,-0.43962000000000007,0.21341999999999997,0.906252,0.33974,-0.240683,-0.44819000000000003,0.62178,-0.224782,-0.1497,-0.013670000000000015,-0.09582000000000002,0.246901,-0.68758,-0.09615900000000001,0.04772099999999999,-0.9005700000000001,1.55487,-0.031810000000000005,-0.63371,0.5247999999999999,-0.7727900000000001,-0.592402,0.18447,-0.13224000000000002,0.654632,-0.029480000000000006,0.84322,0.392398,-0.293177,-1.019118,0.40101,0.21687,-0.41822519999999996,0.4164700000000001,0.82965,-0.2079000000000002,-0.32889,-0.9742999999999999,0.41645,-0.327742,-0.37883999999999995,-0.14436000000000004,0.489892,-0.08337,-0.06740999999999997,-0.06102999999999997,-0.18510999999999994,-0.34092,0.230714,0.5614899999999999,-0.40296,-0.21735000000000002,-0.9165099999999999,-0.46533,-0.11792000000000002,0.513816,-0.22318999999999994,0.10848999999999998,-1.136519,0.10560000000000003,0.625575,-0.6842999999999999,-0.16349999999999998,0.023370000000000002,-0.52128,-0.389829,0.599,0.9899,-0.304979,-0.24107800000000001,-0.115399,-0.162082,-0.2203513,-0.31813,-0.41815,1.05678,0.08663000000000004,-0.68997,0.10082999999999998,0.15896,1
'leaves smoke',false,0.3128958066129377,?,-1.190793,0.9410217,0.585317,0.56971,0.54089,-0.89446,-0.568684,0.741207,-0.76646,-0.5449815,-0.4560131,1.1260000000000001,0.9729099999999999,0.2826900000000001,0.23464400000000002,1.15429,-0.08726999999999999,-0.15715200000000001,0.42783000000000004,0.9788399999999999,-0.70415,-0.005081000000000002,0.53484,0.69061,0.34041,0.21802,-0.26119099999999995,-0.36264,0.83887,0.48774399999999996,0.095993,1.1904599999999999,0.14318999999999998,-1.02543,-0.26994999999999997,0.59454,-0.396106,0.04690299999999999,-0.7140711999999999,-0.6302599999999999,0.62653,-0.8871199999999999,1.49238,-0.17210999999999999,-0.38478999999999997,-0.45678,0.04655999999999999,0.028920000000000057,-0.157768,1.7609400000000002,0.31028,-0.99134,1.21791,0.23809999999999998,0.05838000000000004,-0.24120000000000008,-0.78109,-0.81012,-0.35916000000000003,0.095959,-0.3252,-0.6496999999999999,0.11609999999999998,-0.50688,0.38466,-0.76268,-1.358882,1.1990500000000002,0.11623999999999998,0.5384,-0.45884,0.35828000000000004,-1.7960599999999998,-0.48549999999999993,0.9235500000000001,0.368126,-1.37133,0.7841899999999999,-0.10564000000000001,0.2688,-0.76159,0.7535799999999999,-0.41045,-0.340073,0.29701,0.53098,-0.591121,0.409026,0.70715,-0.52765,-0.90152,0.59352,0.577925,-0.20494099999999998,-0.10285,-0.189165,-0.17381200000000002,-0.21249500000000002,0.11154999999999998,0.8874,0
'which miss',true,0.34415434236414544,-1.6172314715650342,0.0013099999999999987,0.91428,0.19496,0.13225000000000003,0.259453,0.11241999999999999,0.09729099999999999,-0.90299,0.24295,0.24797,0.39683199999999996,0.40693,0.5698399999999999,0.518676,0.76286,-0.20300200000000002,0.46834699999999996,-1.0675000000000001,-0.019840000000000024,-0.82332,0.7580800000000001,-1.1135,0.38839999999999997,-0.45870999999999995,-0.14229999999999998,-0.9244600000000001,0.03792999999999999,0.92624,-1.1303299999999998,-0.29977000000000004,0.018046999999999994,0.37809,-1.01478,0.71825,-0.431249,0.6613100000000001,0.9860800000000001,-0.33318000000000003,0.011800000000000033,-0.35755200000000004,0.39529,-0.5353,-0.10867,0.10834000000000002,0.07018355999999999,-1.22448,-0.08956999999999998,-0.20482,0.174182,0.22149999999999997,-0.06712000000000001,-0.6471319999999999,-0.02138000000000001,1.82741,-0.22783699999999998,-0.48240000000000016,-0.36056,-0.40859199999999996,1.27647,0.46720999999999996,0.3498,-0.35823000000000005,1.0848200000000001,0.42407900000000004,0.6529600000000001,-0.03831000000000001,-0.03434999999999999,-0.12589999999999996,1.01519,-0.46526300000000004,-0.007840000000000014,-0.6497900000000001,-0.197599,-0.485584,-0.048899,-1.0787200000000001,0.09455799999999999,0.6268,-1.744683,0.29626,0.386594,0.12130200000000001,-0.8380270000000001,0.40922000000000003,-0.35929999999999995,0.5625,0.74394,-0.90906,0.019569999999999976,0.513109,-0.191505,-0.82935,-1.08195,-0.024909999999999988,0.5355,0.37317900000000004,-0.179296,-0.87104,1.37939,0.62092,0
'tree tree',true,1.0,1.1264790022051914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
'silence song',false,0.33483523341650034,?,0.6571400000000001,-0.18877899999999997,-0.47008,0.8731,-1.75473,1.1596600000000001,-0.86176,-0.103978,-1.00091,-0.530936,-0.5718,0.35559,0.164848,-0.253697,-0.39966,0.16616799999999998,-0.640669,0.32805399999999996,-0.366355,-0.6380399999999999,-0.97175,0.19487000000000002,-0.364953,-0.88093,1.22417,-0.61599,-0.07525000000000001,1.09972,-0.5272800000000001,-0.33230000000000004,1.22782,-0.85988,-0.9477829999999999,-0.18704999999999994,-0.44816,-0.020016999999999997,0.27356,-0.414825,0.6952,1.3372,-0.5935900000000001,-0.90781,-0.030200000000000005,-0.75013,-0.52534,-0.5313399999999999,1.3101,1.0129899999999998,-0.49131,-0.09011999999999998,0.576928,-0.75861,-0.3948,0.82491,0.19946999999999998,1.1413,0.06697800000000001,-0.483324,0.20245999999999997,-0.878301,-0.61972,-1.019495,0.491342,-0.41455000000000003,-0.9515750000000001,0.09041000000000002,-0.35348999999999997,-0.53639,-0.119189,0.31951000000000007,0.250629,-0.57258,0.13903300000000002,-0.69621,-0.51291,-0.6385,0.28042,-0.3569,-0.63114,0.99454,1.00896,0.2027,0.04471,0.40481,0.2971999999999999,0.519687,0.743521,1.9034499999999999,0.024629999999999985,-0.34448999999999996,0.56316,0.08977000000000002,0.3606499999999999,0.17076999999999998,-0.177009,0.52756,1.2712299999999999,0.70113,-0.782113,0.25081499999999995,1
